id_material,titulo,tipo,area,nivel,descricao,autor
296,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
297,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
298,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
299,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
300,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
301,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
302,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
303,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
304,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
305,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
306,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
307,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
308,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
309,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
310,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
311,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
312,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
313,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
314,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
315,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
316,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
317,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
318,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
319,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
320,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
321,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
322,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
323,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
324,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
325,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
326,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
327,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
328,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
329,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
330,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
331,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
332,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
333,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
334,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
335,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
336,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
337,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
338,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
339,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
340,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
341,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
342,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
343,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
344,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
345,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
346,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
347,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
348,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
349,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
350,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
351,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
352,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
353,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
354,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
355,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
356,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
357,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
358,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
359,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
360,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
361,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
362,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
363,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
364,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
365,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
366,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
367,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
368,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
369,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
370,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
371,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
372,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
373,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
374,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
375,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
376,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
377,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
378,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
379,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
380,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
381,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
382,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
383,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
384,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
385,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
386,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
387,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
388,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
389,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
390,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
391,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
392,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
393,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
394,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
395,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
396,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
397,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
398,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
399,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
400,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
401,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
402,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
403,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
404,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
405,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
406,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
407,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
408,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
409,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
410,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
411,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
412,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
413,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
414,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
415,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
416,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
417,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
418,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
419,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
420,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
421,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
422,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
423,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
424,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
425,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
426,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
427,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
428,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
429,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
430,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
431,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
432,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
433,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
434,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
435,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
436,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
437,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
438,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
439,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
440,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
441,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
442,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
443,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
444,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
445,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
446,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
447,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
448,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
449,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
450,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
451,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
452,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
